reviewId,content,score,thumbsUpCount
759e9e07-72ef-48f8-9d32-4265833adcd3,"The most terrible app!! I don't want to use this app again, I've already lost a lot of my money because of this app took my money from my card that're registered in this app. I've already contacted the call center, through email, I had even came to bank to get my money back. That 'ghost' transaction also doesn't track in my transaction history, so I can't talk about my complaint to call center. Everytime I contact DANA, just bot who replied my messages. FOR EVERYONE, DON'T EVER USE THIS APP!",1,93
cec23774-0772-4900-9ae5-7cfedfd3475a,"Before i update the App, i can see my account and total amount of my savings, and i'm trying to top-up following the instruction on the App using an ATM machine at every place and is does'nt work or Failed notice. i was thought when i'm update the App there is can fix or can troubleshoot the issue. but until now the app is never or can't be opened still stuck on the startup screen APP",1,70
93fbdc1b-a1a7-4a2f-9287-46a9b057702c,"Dana app bug-free ur head. There are too many bugs dogs. The application always crashes or goes into auto-idle when sending OTP. As a result, the system detects that too many OTPs have been sent and instructs to try again tomorrow. Seriously, the system is so stupid, wasting time and ma money. Imbnever going to use DANA again. If i manage to successfully log in tomorrow, ill transfer all my money and uninstall the app!",1,8
75ae746d-2efa-462b-8e63-bd23776a7701,"Ultimate dissatifaction for this app. To pull your money, they ask to upgrade to premium. To upgrade premium, you need to take pic of ur ID which this app keep notifying the picture is low quality. So it goes on never ending cycle of failing to submit id card to reaching out useless DIANA. Tried call center and they asked multiple documents and video to be submitted as the requirement. A copy of family card for upgrading premium? So you'll use our family data for something fishy? No thank you.",1,1
e7582f8c-33a8-4636-b20b-142c431ed9e4,"the most trickiest app to play with money thru all seem-tb-scam coupons which gives me deals that actually didn't worth price to spend for those items. It's even laggy, late response in info update, double taxing transfer from GOPAY's ban Jago, not a big deal to be a shamefully platform of STEAM payment at all cost 🙏🏻💔",1,0
00b45bfc-75a5-4653-a222-c36c232008ea,Application Dana is error not good application in Google play store because when you top up they make a lots of problem for you like I want to recharge my Simcard they give you error or out of stock notification and I have proof of that I want to upload the picture of that error but in here their is no any option for uploading the proof so Google play store please ban this kind of error Dana application,1,3
dfba2093-0e38-45aa-b747-d393e89ecf4d,"I always fail when I make a business withdrawal. I have cleaned up the storage or tried to delete the fund data. But when I do the face verification, it always goes back to the main page. Even though it says that the verification was successful. This is very annoying and frustrating. My money is still stuck in the business fund.",1,10
fd62f706-3f05-4854-9b84-48a456bedebd,"Trying to log in, request for OTP but they never send it, then Told me to try again tomorrow. Try again the next day, OTP never sent. This happened too many times. I've made sure I put in the correct phone number and, of course, a very good internet connection. But still, OTP were never sent. I can't even use the app.",1,27
91e39748-50c6-4f34-868b-12a7e3d81b6c,"Can't change phone number. The app. kept telling error messages. Applying this request via email would expose our profiles widely (ID number, birth date & place, etc.) It even works for regular user! Fix this issue.",1,3
8eb1bf9e-d565-46a9-9efc-3f9005b1e2bd,"DD NOT use this application! The customer care DO NOT help you. I had the WORST EXPERIENCE using this application. I cannot make any transactions using my account, when contacting the 'Customer Support', they stopped responding to me My account still DONT WORK after 2MONTHS. ACCOUNT DELETION NOT POSSIBLE After following account deletion steps. The final step has error. Customer care advises to keep trying again. I have dons so for 3 days now, It is still not working. This app is full of adds.",1,15
8626c213-ae19-405f-bcdf-661273fc8657,"When I top up, it takes time. (Idk, it's under the report now) Not like other platforms which the money direct in to your account, for example the orange mall platform, seconds after you click send. And it's frustrating when your bank app says that the transfer happened successfully but your dana account says ""I didn't receive any money!"".",2,45
a02bc447-ce5f-4789-984d-d8a6f3ca5352,"The premium upgrade system is bad, the upgrade is declined due to blur picture (which is not blurred) and have to wait for 30 days for another retry but the customer service is good and respond properly",4,51
7b55b75d-6f52-4ca1-818c-a7a6c0db3ad6,"Dissapointing! Why must every payment method be premium user? I just want to send money regularly to my fellow Dana user too, but why i must be premium first? It didn't use to be like that. Premium is only used when transferring to other e-wallet and bank.",1,7
173aef4c-044d-425d-a7ae-cc2d4e999663,"On top the existing issue that this app is frequently crashing when being relaunched after some time, it's slow to use. Now notification doesn't arrive at all. So I had to open the app, dealing with the lagging, and refresh payment history manually. The experience is getting worse by day.",1,14
fce95789-17b3-4a20-a373-a41f38e2b869,"Improve your security system, add the notification for failed transaction, DO NOT display the voucher for sell in A+ Rewards if the user have already used/bought it!!!!!!",2,0
60a09a69-70eb-4760-b73a-aa172ba807b8,It is VERY DIFFICULT to permanently close my DANA account and erase my data. Customer service agents ARE NOT HELPFUL AT ALL by repetitively giving the same template answer. Be aware of this application.,1,1
78dcea03-0242-4df2-91d0-765246758f3a,"Please hurry up and send the OTP code, even though the network is good, the number is correct, the OTP code isn't sent, it's not clear.",1,3
f8239b81-a0ee-45da-be69-22d2f6389084,"Help, my dana is showing, ""oops, there are too many people transacting, let's try again in a few minutes"" I keep trying a few times after a few hours but it doesn't work, I'm trying to top up on steam wallet please help me. Even when I keep repeating it in different time it doesn't work, when I first start it tells me ""uh, oh, something went wrong here. Try again later"". I'm in the latest update, deleted my cache, and it still doesn't work. I've already tried uninstalling and installing as well.",1,62
ecbb8c19-f332-46f7-b9dc-25662be862bd,Failed to upgrade and can't do anything unless upgraded. Need to wait 30 days before TRYING to upgrade again.,1,1
f0f3efec-13ae-4461-9efa-7cb12b023892,"Formerly I am happy use this application to transaction via Google Play. Simple and easy. But early April 2024, when I want to pay transacton I got a message : Error Payment declined. The purchase amount exceeds the maximum amount allowed by your DANA account. Please contact DANA for more info, or choose a different payment method. I already top up in my DANA account. I always carefully about security. It's a SCAM or bug? By the way, your Digital Assistant is not responsive about my complaint.",1,15
0731f3b0-48dd-4a87-8db0-2fa18263b4b8,"Previous review: Got locked out of my account for reinstalling DANA. Edit: I tried to contact their email, super slow respose and ended up having to contact through their app. Their CS was like a robot and very unclear about their actions. Wrongly telling me to fill in new number, then an unclear form which ended up with having to wait 2 working days in Resolution Team. After being asked twice, the CS would NOT give clarification about what he filled in to the other team and unpromptly left.Rude",1,29
ffe3fec9-652f-480c-bfc7-e51c194c42b7,"I've been trying to purchase a Steam wallet from 2 a.m. until 9 a.m., and it's always failed due to many users doing transactions. Seriously? How many people are doing transactions at 2 a.m.? Contacting your support isn't helpful, they only tell me to clear the Dana cache app, and nothing changes.",1,15
4ecab061-329b-47cb-9ee0-ff4328e1c13b,"I used the application for sometime as one of my digital wallet. After few year I left it empty and never use it again. This application is too predictable by some scammer. Scammers use a modus pretending to be a user(s), they by tried logging using random phone number as their target, repeat it until the number is blocked according to the application algorithm. Follow the action by contacting the targetted user using Whatsapp with Dana's Logo an pretending to be Dana Customer service. Poor!",3,16
9840a511-eeb5-4d02-a416-988ba3b95a65,This really bad wallet app that I ever use. Top up from bank with success status but the balance from my account not added until now. Already make trouble ticket but no one respond for that trouble. Really bad!!! Please solve my problem and bring back my money!,1,5
50f582b0-e200-4da9-a51d-ddd83bb00772,"this app is useful, but why cash out features doesnt work properly? so many stuck and error in cash out features.",3,0
e60e862c-9039-451b-85e6-2ab765961496,I will give 5 stars if there is no minimum amount (Rp 10.000) to transfer because it is really annoying,1,0
563ee88a-3794-4d20-8f5e-d5e9a96db6f7,Getting detected root automatically and close the apps... even i'm not using root?,1,0
85b5c374-9e27-43aa-b289-85397774dab0,"i hate dana, so basically my wallet automatically purchased from dana to google play outside of my knowledge. and then why you not ask me first?! you can inform to me first when you purchased outside of me????!!!!!!",3,0
24bf0caa-5c0e-4f05-8b57-1a96966ed3c1,"I bought voucher restaurant from the app, unfortunately the voucher didn't reduce my bills. I went to another restaurant in other city and still I didn't get the voucher reduce my bills. I make report to digital assistant DIANA, and she said to wait 2 days, till today I didn't receive anything. So I approached the official account in X, they want me to order again. I went to restaurant & still the voucher didn't reduce my bills! I got nothing solutions and they didn't want to refund my voucher.",1,7
b1da6e22-5ff8-4dc6-bb4e-c0d0f5f6db35,"Easy, simple and user friendly. Keep it up to be excellent service.",5,53
b082ee31-16f4-4f17-96f5-76a49051eea8,"Best financing app, could be improved by fixing some minor bugs, but overall good for keeping your money or transaction in general",5,86
ec92ea56-9711-46bd-bfd9-a339a94bc3b2,"its performance is very very slow, have to keep updating",1,0
8304c682-225d-4941-96f6-f6e5a6c79e66,"CS didn't respond well. User couldn't uncheck an additional payment protection fee, the application system force user to pay",1,0
5fe7a05d-4254-4d6f-ac82-9a99a2cb26a0,Very easy to use though it undergoes maintanance way too much,4,0
d031d227-c59d-4f89-bcdd-f2c94f4e7d02,"Nice and Simple, sadly is . . . Whatever, 4 stars for now, keep up the good work.",4,0
04d7b1a8-c8fb-4d8a-87c4-a02a7e59d4cc,"I only use it for Steam transactions with no tax whatsoever. However, the app is pretty slow.",4,15
62a3e9f5-0969-4ff4-8641-c82b4f1be46a,"I wanna top up Steam Wallet, but failed message always pop up, I hope Dana fix this as soon as possible",1,0
485d36e8-1e7d-400e-b7bb-d8e807bf4ac6,"I always use this app for payment, until new update enforcing root detection which make me stop using this app. Instead you paying buzzer to flood comments in your social media, how about listen to your ""real"" user",1,3
3763fc99-5009-4f39-a664-0f0ec15afaca,"Overall Good Performance, blazing fast when opened the apps.",4,1
1e4b76c2-94a6-44a1-b938-535e9b67f06f,unsecure? it didn't even ask OTP the first time it logged in using someone's number..,1,1
54a56c6f-6b8d-4137-8c48-3f4162d8dfdd,"can't verify and update to premium account, while my money can't be taken!",1,0
4cafa330-d892-414f-a5b7-fa3e3b3336ee,app crash when i tried to enter my number on the very first time open the app,1,1
bc2bd406-399b-4ed3-a8db-88b7848fb5f5,it is difficult to change an old account to a new number and there are too many requirements,1,0
1887ee25-b495-4c28-b264-416dabb9d6f2,"Absolute worst. Here's why: I wanted to Upgrade to Dana Premium so that I can move my balance to another e-Wallet but when I tried to do the Upgrade it says something along the lines of ""your Information Data is not in Accordance with Dukcapil"". Excuse me!?!? I have money stuck in this app jesus what are you guys trynna do? Money laundering??? I hope it's someone is taking too much coffee and smoke breaks instead of doing their job right instead of money laundering.",1,0
090fdb40-bb2c-4cee-827f-2f131a8fe3eb,"Was a good app, nowadays filled with bug, slow UI, oneklik topup often doesnt work.....even for update u need to do it manually from playstore, because the app itself doesnt recognize newer version.....worst payment app now",1,3
2d3726b8-4ff9-47cd-ad16-2494da0bc3eb,After Update to the latest version I Can't Open the App it keep getting Force Close immediately. I have done to Clear Data and Cache but it's still same. please fix it!!!,1,4
94fb87a5-e0c3-4a66-8053-c1d0257c2d77,Useful & useless at the same time. Can't upgrade to Premium because It is unable to read my E-KTP due to my blurred photos. Re- thinking of uninstalling it.,1,1
4e2f552b-a84a-4c3c-ae7e-33e3eb23e5ba,"the transaction history always failed to load. its make me cant see my payment prove. there is no improvement in loading activity, still always errors on it!",1,3
2f4812a7-561b-4d8e-88bf-25b6d088784b,"Keep away your money from this apps! It's better to pay bank transfer charge rather than your money gone. I lost Rp5.000.000 at 28/3/24, and up until now no progress of troubleshooting! They just ask you to keep update with Diana bot chat, which is very STUPID",1,4
804a9bbc-6de0-458c-9378-f6dc6010bb34,"I had to top up the payment in another application, I thought this application could be an intermediary but I repeatedly failed to make the transfer. Even though today is the billing date",1,1
e3d453de-3a07-4219-8e83-2742e071b053,This app has security issues that enable unknown purchases without account's owner permission. You should avoid using this app bcz your balance won't be refunded even if it's purchased without your confirmation. This app is full of scam!,1,3
b84a9790-48ad-4558-8433-6f8faec18879,"the verification process is slow, since it say verification process will be done in 1 working day, but it took me now 2 working day since i verify my identity, yet the process still have not done. i will update how long it took to verification process to have done. disappointing😞",1,2
0da622b9-867a-4b03-a302-8a6962096cfb,"i use dana to scan qris it always doesn't work, one day i bought at the supermarket and wanted to use dana for payment but it didn't work i am very disappointed with this application, my money is still stuck in this application latest update app version 2.53.0",4,43
201609c6-fa90-4252-87d8-a3e4bad596c3,Cannot unbind linked account that are unknown and has to unbind it via Merchant which I don't have access to. This app is a scam. Do not use it to store your money in long term.,1,6
5d2b9f83-2f62-4fcb-b5a8-9b9065680301,"If you care about your personal data, just leave this app. They even don't know how to properly treat your personal data. My request to close my account and delete my personal data is just leave hanging for weeks.",1,6
6fcab082-454a-4d8e-abed-713171b6139d,Since 4 April 2024 app doesn't work. Top up doesn't work. It always not connecting in the app. ( Don't think I don't have a network ),1,11
6f585d51-b2b4-4e56-83e2-3a09a2409122,"CS so slow, no respon and automaticly reject the tickets by saying they're busy handling others. And the app has too much errors so I can't do what I need to do. Easy 1/5 :'(",1,3
ade8f00c-a7d4-4e51-9980-baeddfcd9faf,"Thank you DANA for making my life easier! This is very useful. I've been using this app for many transactions in the last 3 years and every time the bugs fixed, I always find it's getting better. Good job!",5,107
71ada324-2bbc-4db6-ade4-efa39c72908f,"Im facing a problem which i already top up my balance, but my balnce only adds about a 1/8 from how much i tranferred, i already report this to diana, but nothing is fixed, let alone my balance still doesn't add up",1,1
e00d99e3-23b1-4139-957d-2fcb3d539b24,"I edit my review into 2 stars. The app keeps restarting, slow on opening. Mosf of the time, take about 2 minutes just to pay on gas station. The idea of having digital is to be faster. As per august 9, i tried to pay internet bill using qris it didn't work at all, stuck in scanning qris. Been tried for more than 10 times. I opened other digital wallet, and boom, done in a minute. Please fix the app, very unfortunate that customer could not enjoy the app.",2,111
802b25a6-7879-4833-8b96-7ef08f2d365f,"Your face recognition feature for transaction verification is suck, sometimes it works but mostly it didn't recognize my face, and that really frustrated",1,1
a2f018de-dc00-40c7-8888-cc21eda66514,"I love to use DANA. but lately, I don't even can to use it just to see my balance, and my history, even though to make a transaction in this app. DANA, you don't have to have many features on your app. It's useless when your user still can't do the basic of the use in this app. go fix the loading time, fix the bug, then your user will lovely to use your product. ## I'll update the star review once you have done with that problem. Thanks!",1,30
c71b0ba9-2d02-472c-ab50-2915c8ca7f2e,"So far, has been great. There's a lot of promos. The user interface is nice and easy to access. Just, most of the times I can't use DANA on offline merchants, error from ""pusat"" they said. Idk whether that's true or not, or maybe it's just the merchant lying, but it's disappointing really.",4,9
675269fe-11f0-4c7c-90c8-bee15b5056ab,"At first i thought people just overreacting, until i tried it for myself. This is the least promising e-wallet, with their very unhelpful support.",3,2
d6b82bc1-a68e-42d8-8ee2-86280dd7d10e,"Don't ever try My Bills feature, a few days back I set up auto payment for some bills due on 1st day every months. From 7 auto payment seted up it's been going 2 succeed and 1 failed. Instead of auto payment pay it one by one is the fastest way, but I cannot cancelled at all the service that has already set. There are no information about the progress, nor what time the auto payment will be processed. Just assumed it will be done during 24 next hours, but I really need it now.",3,68
93a2fe20-b577-4b3a-bb8c-cb9ee91b73ab,"The costumers services is really slow, they have AI to help but it kept redirecting me to the emails and the response via email is super duper slow. I don't recommend this app to be your primary e-wallet, theres so much better apps than this, but this one is easy to use aside from the slow costumer services. I value services above all since I do transactions a lot 1 star for CS, bad bad experience",1,3
b465cd14-a0e4-42f7-b896-448a0497de88,"Facial Recognition pop-up reminder always annoys me everytime I open the app. Why don't just let the users know once, that the feature is there, and make it optional? Some users don't want that feature for privacy reasons. And, no, don't tell me to TURN OFF the facial recognition feature, but tell me how to OPT-OUT from the facial recognition nag screen every time I open the app. Please, respect your customers' privacy.",2,40
08472baf-2e2c-4704-b26e-f431dd31799c,Very good app. Make money transaction easy in digital era! thank you dana :),5,3
73129ea9-f232-44e1-899a-de97ea7f90e6,"There's alot of cases that someone losing their money on this app, and they never do any transactions. And there are no accountability at all from the developer, be careful if you saves a lot of money in there, I advise you to use another digital wallet.",1,15
dd3f25f7-ee1f-4924-871a-f429304a9322,"Don't use this app anymore, your identity is very cheap for them. All the staff are not customer friendly. So many complaints to their social media due to scam but their action is just to deactive their call center? Very slow response in email. It used to be a good apps but now getting worse ever!!!!",1,20
6cb4d800-84ff-4581-b858-519f50ab6e7e,"This apps is easy to use. Had multiple great feature. Unfortunately, dana is very easy to laggy and seems heavy, it like need some time for my device to open, then loading, than scanning, then loading, etc. I think the most important thing need to do improvement is make app faster, and simple (of course with security standard qualified)",2,75
5c58faf1-bed0-400a-b3ad-413ca53bba03,"VERY DISAPPOINTED and not recommend!!! For my case that I asked to revoke my ID card at the old account (because my old number has not activated) from last week until now it has not been resolved!!! Dozens of emails have been sent, my answers and requests are very clear, but the response is still too slow and there's no clarity!!! it's very wasting time just for a simple case.",1,11
281dc0dd-c2db-4497-972e-0f726ec4c6fd,"the function was great, but every time I tried to upgrade the dana premium, the app never detect my KTP just because the photo I've taken was low quality and can't use the upload one, but I tried to register it in ovo it was acceptable, even though my photo was blurry(aging), but it still readable, because they allowed me to upload the better photo using my camera, not on app camera. fyi, if you don't use the dana premium for the transaction, it'll cost more than you ever imagine. be prepared.",1,22
36eb6d3a-30e2-4e87-aadb-105cc63b6bca,"OTP forced via WA, dont have WA, then updated and forced to do face verification",1,0
65fd6331-3f69-48b5-9da2-e0c9c9d999c7,"Its used to be a great app before, but now theres too many bug & SCAM in this app. Imagine, the app encourage u to complete a mission that cost money to earn a promo, but when u have completed it, you can't claim the promo. And the customer service not helping at all at solving your problem (never call them, its only wasting ur phone credit), they'll just close ur case without solution, and says ur not lucky :)",1,17
5a65b14b-67bf-4326-aed9-30081d9c97c5,"I tried to open the app but failed for many times (keep buffering and repeat steps (confirming my number) so i tried to uninstall and reinstall it but i cannot reinstall it (pending) for days. Even now, i still fail to reinstall it. Also, once i got scammed and I tried to make a report but they made it difficult to report a scam acc. The only good thing is there is no admin fee for transfering money, but i have to try for a few times before succeding. Pls repair the app performance.",2,0
08d3ab5e-1b17-481b-b51e-26560328fbc3,"Rubbish app, easily top up but a lot of trouble (ERROR) when sending money to friends or bank. The worst this app does not allow to take sceenshoot of the problem. Throw into the trash will be the best solution rather than reading reasons from the CS 😡😡😡😡 REFUND MY MONEY, A**HOLE!!!!!!",1,10
7879087b-593a-4f49-9522-46312877b884,"It was all good at the beginning. Use it for money transfer only. The problems came when after adding cards for daily transaction. First error occurred when doing the payment, can't choose other cards among three. Then another crucial problem, voucher can't be used. Several times contacting the call center, all they did just told us to wait. Then the following emails keep on asking to do things that we already did. Until the voucher was expired, no solution or any compliment given",1,92
d0b6a1e8-a7b1-45dd-af9a-c6178c2aea3b,"Horrendous customer support, tried contacting one through the integrated chat bot several times, but I was never responded to, not once. The application itself has problems, I can't use features like Send to send money to the bank, it's ridiculous because it locks the funds in the e-wallet, and it has the audacity to say ""You are not verified yet, please upgrade your account"" When my account has been premium for more than 2 months now.",1,25
b6337f9d-8a71-4e08-acff-8244f5f834b8,"System busy all the time. Oh how quickly this app turned to rubbish. Why would you want to use an app that is only working properly 10% of the time. How busy is the devs right now that it's always system busy so you can't even top up. Worse part is their customer service suddenly is not reliable anymore. Needs to sign up and get in line (waiting waiting waiting) for your turn, what a waste of time",1,67
4518c069-e882-4455-a602-7e6439215781,"I hope dana team can help for people who have wrong number, person, scam, and transfer by mistaken...",5,1
ca632d64-8cf0-49ae-b398-e4c90517b88b,"Initially I don't care about 'online wallets' like this, and really only installed because I used Bukalapak and I have no other choice. However now I mainly use Dana for online purchases and for topping up mobile balance because how easy it is to pay. And much better since you have a 'send to bank' feature which suddenly makes it possible to purchase from a array of stores not affiliated with Dana. One thing I don't like is every time I open the app it has annoying popup I wish I could disable.",5,30
2577bd7e-2b79-44d0-9008-a08dff3c8607,"In previous version, sharing transaction provides a nice simplified template. Now it just screenshots the screen. Why the downgrade?",2,3
e36371c0-1fe0-4a52-93ff-9aff8dcc1507,"Terrible app!!! The app is super slow, lots of bugs, n terrible customer service (first time experiencing cs this terrible). They suddenly freeze account with no info/reason, took week for them to answer email, dont bother to contact them thru other platforms cus all the cs they have are basically robots! Dont believe their adv boout transaction abroad when all you got is (losing money n) account freezing when you use them outside the country.",1,19
32ac3ac3-8515-4018-b3f1-dbde299f9bf6,"Was not able to do simple Steam purchase $46 (IDR 699k) with ""limit reached"" error, even tho as per the support agent the limit for non premium user is IDR 2mil. Asked the chat support about it but only got ""you need to upgrade to premium first"" as answer. Upgrading to premium also failed with no explanation, chat support not too useful, in the end had to do manual premium upgrade with a lot of required document, and ended up with a message ""we'll process your inquiry in 3 - 5 days"". *sigh*",1,28
662bf560-9194-4dab-9d53-06fcca79c7df,"Dana took my money. I top up from my debit card. It was failed but the amount has been debited from my bank account and did not even show in dana wallet. All Customer care line, Whatsapp or even reporting from the app has no use at all. Whatsapp Dana CS is definitely useless like they dont exist. Their whatsapp number always busy, the phone line cant be reached, and the email said that they do have a high traffic and solving the problem will probably take more time. Great!",1,4
6dc921b1-68dd-48c7-abee-c7efcbc69e59,"bad UX design on the latest feature. please allow us to OPT-OUT from faceID feature. stop annoying with that popup asking to enable faceID on the app. make the options [yes] or [NO] not [yes] or [later], then kept bugging us to activate that faceID stuff wasting our time closing the popup message learn to NOT forcing your users to use feature they doesn't want ps: I prefer finger-print login/verification rather than faceID",1,25
6d3e4b15-dcc9-4f5a-8448-5553c1b810ad,"The other reviewers already said it all, the service is getting worse by day, free top up count is decreasing, top up fee is raise,stupid Tambahan: aplikasi tolol,tiap tarik tunai selalu something went wrong, bapak kau something went wrong,capek bet gua pake ini dompet,kalo bukan tuntutan tempat kerja,udah gua bakar ini akun",1,1
